text,target
['At least two people died and 18 were injured when a grenade exploded last evening in Marembo Village Nyabisindu Cell in Remera Gasabo District.' '' 'The explosion happened at about 6:40 p.m.' '' 'The injured were immediately rushed to various hospitals in Kigali including Kibagabaga Kanombe Military Hospital Kacyiru Police Hospital and the University Teaching Hospital of Kigali (CHUK).' '' 'Police Spokesperson Supt Theos Badege said that more details will emerge as investigations continue.' '' '“We have sealed off the area and are carrying out investigations to know if it was thrown by someone or if it had been planted earlier on. It is just a matter of time before we know the exact circumstances” Badege said.' '' 'In 2010 a series of grenade attacks hit the country. As many as 30 people were arrested in connection with the terror activities with some of them pleading guilty to terrorism related charges.'],1
['KIGALI - One of the seven people injured in the Wednesday grenade explosion at a busy bus and taxi terminal in downtown Kigali commonly known as kwa Rubangura died yesterday.' '' 'In an interview with The New Times the Director General of Kigali Central Teaching Hospital (CHUK) Dr. Theobald Hategekimana only one unidentified man died and not six as it had been reported by some sections in the media.' '“We lost one person out of the 7 who were injured. He was a man. He died from injuries sustained on the head. The other six are recovering steadily” Hategekimana said on the phone.' '' 'He added that about 21 people had been brought to hospital but only the seven had sustained injuries while the others had just been traumatised by the explosion.' '' '“At the hospital we have 11 people but only 7 including the one who died were the ones injured by the grenade. The other four people are cases of trauma still undergoing counselling. The rumours about the deaths are wrong” Dr. Hategekimana said.' '' 'According to eye witnesses when the explosion went off just after 6 pm during rush hour people took cover while others panicked into a stampede.' '' 'The wounded were later rushed to CHUK for treatment.' 'When The New Times visited the scene on Wednesday evening Police had cordoned off the scene of the blast and blood stains were still visible on the tarmac. A motorbike suspected to have been carrying the assailants was lying on the ground.' '' 'The government has pledged to give free medical care to the wounded.' '' 'Police Spokesperson Eric Kayiranga said yesterday that the police has heightened security around the city and assured Rwandans of safety.' '' '“There are no other security concerns in Kigali or around the country – the police remain vigilant andcwill maintain security for all Rwandans” Kayiranga said adding that they would not rest until those who carried out the barbaric act are apprehended.' '' 'Three people have already been arrested in connection with the attack.'],1
['Two people have so far been arrested in connection with last evening’s grenade explosion near a taxi park in the Kigali suburb of Kimironko Police have said.' '' 'The explosion killed one person and injured eight others.' '' 'The injured were taken to Kibagabaga Hospital in Gasabo District.'],1
['RUSIZI-A grenade explosion last evening hit Rusizi town leaving 21 people injured.' '' 'The victims are hospitalised in Gihundwe Hospital. ' '' 'The explosion occured at around 7 p.m. on a parking yard used by motorcycle taxi operators in front of Kamembe market.' '' 'No arrests have been made.' '' 'Police spokesman Superintendent Theos Badege called upon Kamembe residents to stay calm as investigations continue.' '' '“The situation is under control. Our security personnel are at work. Gihundwe hospital is seeing to it that the blast victims are given due treatment” Badege said.'],1
"['Scores of people died after heavy rain caused flooding and landslides destroying homes in northern Rwanda. Authorities expect the death toll to rise.' '' 'At least 65 people in Rwanda died in floods and landslides caused by torrential overnight rains reported its Emergency Management Ministry on Thursday.' '' ""The Gakenke district in the country's Northern Province was the hardest-hit area with 22 deaths the ministry tweeted."" '' 'At least 91 homes as well as many bridges and roads were destroyed.' '' 'The East African nation is currently in its rainy season. In recent weeks the country has experienced major downpours that have caused landslides and led to the deaths of more than 100 people.' '' 'Climate change is thought to be impacting the country with the UN saying its weather is becoming ""more and more unpredictable."" In the past the Rwandan government has urged people to move to less disaster-prone areas.' '' 'Death toll expected to rise' '' 'Rains began on Wednesday evening and continued into Thursday. Search operations were underway to rescue those buried in their homes or by mudslides according to a statement released by the Emergency Management Ministry.' '' ""Nyabihu District in Rwanda's Western Province reported the next-highest death toll from the rainfall after Gakenke with a total of 18 deaths."" '' '""We expect the death toll to rise because we are still searching for people"" said Deogratius Nzamwita the mayor of Gakenke district.' '' 'The government was assessing the damage in order to help the victims and repair infrastructure. It urged people to leave ""risk areas"" as meteorologists in Rwanda predict that the heavier-than-usual rains will continue.' '' 'Read more: Rwanda: Green village helps farmers adapt to flooding' '' 'Caused by climate change?' '' ""The country's former-Environment Minister Vincent Biruta warned at the country's Third National Urban Forum in 2019 that climate change would increase the occurrence of natural disasters including floods and landslides."" '' 'Rwanda is not the only country in the region badly affected by seasonal rains. In neighboring Kenya floods and landslides have killed nearly 200 people and displaced 100000 its government said on Wednesday.' '' 'The torrential rain adds is additional hardship for Rwanda as it battles the novel coronavirus pandemic.']",1
"['Landslides in Rwanda have killed at least 18 people over the weekend bringing the death toll this year to 200.' '' 'Residents have been digging to search for those buried after heavy downpours.' '' '""The four months have been far worse than other years. This is terrifying"" Philippe Habinshuti from the disaster management ministry told the Reuters.' '' 'Known as ""the land of a thousand hills"" Rwanda is one of Africa\'s most densely populated countries.' '' 'More about Rwanda' 'Fifteen people were killed on Sunday following heavy rains in the western region Mr Habinshuti.' '' 'A local official in the capital Kigali told the BBC that three people had also died in a mudslide in the city.' '' ""'Forcefully moved'"" 'Last week Interior Minister Francis Kaboneka said that residents in areas which the government had identified as ""high risk"" had been asked to leave.' '' ""People would be forcefully moved if they defied the government's directive he added."" '' 'Heavy rains have also caused flooding elsewhere in the region including Kenya Somalia and Uganda.']",1
"[""KIGALI Feb. 4 (Xinhua) -- The death toll in Rwanda's weekend landslides and floods triggered by heavy rainfall has climbed to 19 from 13 reported earlier authorities said Tuesday."" '' ""A disaster update report from the Ministry of Emergency Management showed that the disasters mainly hit Kigali's districts of Gasabo Kicukiro and Gatsibo in eastern Rwanda."" '' 'A total of 19 people died while eight others were injured after their houses collapsed on them the report showed.' '' 'The report also showed that several infrastructures were destroyed including 98 houses which left dozens homeless three roads two bridges and one water supply system.' '' 'Also destroyed were 21 hectares of crops.' '' 'In one of the incidents a landslide destroyed a house in Kanombe sector Kicukiro district killing three family members a mother and two children while in another incident a family of seven perished according to the report.' '' ""At least 70 people were killed while 177 were injured by natural disasters triggered by heavy rains across Rwanda between January and September last year according to data released by Rwanda's Ministry of Emergency Management.""]",1
['Landslides caused by heavy rains killed at least 18 people in Rwanda’s Northern and Western province over the weekend pushing the death toll since January to more than 200 a government official said.' '' 'The heavy rains on Sunday night killed 15 people in Western and Northern provinces Philippe Habinshuti director of response and recovery unit at the Ministry of Disaster Management and Refugee Affairs said in a statement.' '' '' '“The four months have been far worse than last year and other years. This is terrifying” Habinshuti told Reuters.' '' 'Three people died earlier on Sunday in Rubavu district the ministry said.' '' 'On Monday people dug through mud to searching for missing people in the western province where three people were missing and six injured.'],1
['It has been established that the Friday evening strong earthquake severely destroyed more than 22 houses killed one child due to collapsing house and injured more than 20 people in Rusizi district western province.' '' 'The ground shaking scenario happened at around 6:00pm and the injured were immediately rushed to Gihundwe hospital. The incident left a 4 year old child Fabrice ishimwe dead. This has been confirmed by Dr. Placide Nshizirungu the director of the hospital.'],1
['At least 49 people have been killed in landslides caused by floods in Rwanda local authorities said.' '' 'The rains which hit Gakenke district in the country’s northern province also destroyed about 300 homes.' '' 'Statistics show that of the 48000 residents living in identified high risk zones only 42000 were relocated with the remaining 6000 expected to be relocated this year.' '' 'Some of the remaining 6000 Rwandans living in the disaster-prone areas have not been given any practical options despite being in the line of danger.' '' 'The landslides buried houses while trees were uprooted and plantations destroyed.' '' 'The landslides blocked the Kigali highway and vehicles heading to the northern and western parts of the country were diverted through another route.' '' 'The affected district is prone to landslides which blocked the same road for days in 2013.' '' 'The hilly densely populated country is frequently hit by landslides and the government has been moving people out of the most at-risk areas in a bid to limit the casualties.'],1
['At least 18 people have been killed in landslides caused by heavy rains in Rwanda‘s Northern and Western provinces the government said.' '' 'Heavy downpour on Sunday night killed 15 people in the two provinces while three others were swept away early Sunday in Rubavu district in the Western province the country’s Ministry of Disaster Management and Refugee Affairs (MIDIMAR) said in a statement on Monday.' '' 'In Karongi district officials said several residents were missing following mudslides.' '' 'The mountainous East African country has been receiving heavy rainfalls since January. More than 200 people have killed and 200 others injured in floods since the start of the year.' '' 'Nearly 10000 homes 58 roads and seven churches were also destroyed the ministry said. ' '' 'Mudslides are common in the rainy season in Rwanda and other East African countries.'],1
['At least 16 people were killed and dozens injured when lightning struck a Seventh-Day Adventist church in Rwanda on Saturday.' '' 'Most of the victims died instantly when lightning hit the church in the southern district of Nyaruguru local mayor Habitegeko Francois told a reporter.' '' 'Two people died from their injuries and 140 people were rushed to hospital and health centres.' '' 'Lightning also killed a student in the area on Friday the mayor said.' '' 'The weather accident in the mountainous region near the border with Burundi took place around midday on Saturday while parishioners of the town of Gihemvu were at a church service.' '' '“Doctors say that only three (more churchgoers) are in critical condition but they are getting better” Habitegeko Francois told reporters on Sunday.' '' 'He said that in Friday’s incident lightning struck a group of 18 students in the area killing one.' '' 'Three of the students remain in hospital while the rest have been able to return home reports say.' '' 'The deadly church incident comes less than two weeks after the closure of more than 700 Rwandan churches for failing to comply with building regulations and for noise pollution.' '' 'Local news portal Panor Actu reported that a number of the closed churches did not have required lightning rods – devices intended to protect a structure from a lightning strike.'],1
['In Rwanda at least 65 people were killed in flooding and landslides after overnight heavy rains. Nearly 100 homes were washed away.' '' 'The Ministry of emergency management said the East African nation has seen dozens of deaths caused by torrential rains in recent weeks but this downpour was the worst in months.' '' '' 'The flooding and mudslides swept away bridges and left some roads inaccessible. '],1
['A proper drainage system rainwater harvesting and soil erosion control measures can go a long way in preventing and mitigating floods and landslides in Rwanda experts have said.' '' 'The advice comes in the wake of deadly landslides and floods that have devastated parts of the country. ' '' 'Such measures experts say could have averted the deadly floods and landslides that particularly hit Gakenke Muhanga Rubavu and Ngororero districts earlier this month killing as many as 49 people.' '' 'An assessment exercise established that the May 7 and 8 disasters saw Gakenke lose 34 people alone Muhanga 8 Rubavu 4 and Ngororero 3; while dozens of cattle were also killed over 500 houses destroyed several hectares of farms ravaged roads and bridges damaged among other destroyed properties.' '' 'The assessment jointly done by officials from the Ministry of Disaster Management and Refugee Affairs (MIDMAR) the Ministry of Local Government and Social Affairs Ministry of Natural Resources Rwanda Housing Authority and Rwanda Defence Forces (RDF) also aimed at identifying risk-prone areas and informing recovery efforts and future actions.' '' 'Earlier the Rwanda Meteorology Agency had warned of potential landslides warning especially people living on hillsides around the country.' '' 'Eng. Omar Munyaneza a researcher in hydrology climate change and water resources management told The New Times that when it rains heavily and rainwater flows on bare surface it often causes nearby water bodies to overflow and flooding.' '' 'Munyaneza a lecturer at the School of Engineering at the University of Rwanda’s College of Science and Technology said people most prone to such disasters are those living in hilly areas or wetlands.' '' 'He made reference to a study carried out in 2015 on the flood management in Nyabugogo a Kigali suburb which he said established that only 25 per cent of rainwater in the capital is absorbed in soil while 75 per cent flows to various places.' '' 'He said at this rate the study projected that in 30 years the run-off coefficient will be 95 per cent if nothing is done to reverse the trend.' '' 'Munyaneza said every building that’s constructed should be able to retain and harvest rainwater such as through a tank.' '' 'He also called for the setting up across the country of such water dams as the one in Rugeramigozi Muhanga District so that when it rains water can get collected and used for irrigation during the dry seasons.' '' '“We need water for various development activities but because we aren’t able to manage it property it ends up causing destructive floods instead” Dr Munyaneza said.' '' 'According to figures from MIDMAR from January up to May 9 over 80 people had been killed in rains while 74 others were injured. Some 898 houses were also destroyed while over 1500 hectares of crops were damaged over the same period.' '' 'Last year heavy rains killed 94 people in the country injured 122 others killed 93 domestic animals and damaged 1670 houses as well as 2178 hectares of crops.' '' 'Jean Baptiste Nsengiyumva the director of the risk reduction and preparedness unit at MIDIMAR said that Gakenke in the Northern Province and Ngororero in the Southern Province are among the most disaster-prone areas.' '' '“We are on high alert because we have realised that if it continues to rain these areas could even experience more challenges” he said.' '' 'He also said all the rivers and marshlands in the Eastern Province had flooded around the same time as a result of heavy rains.' '' 'Nsengiyumva said the most urgent action is the relocation of people living in high risk zones a decision he said had been taken five years ago.' '' 'Last month MIDMAR said Rwf4 billion had been put aside for the relocation of residents in the high risk zones although it was deemed insufficient.' '' 'Taking weather warnings seriously' '' 'Reuben Ahimbisibwe the director-general of infrastructure in the City of Kigali said there is a project in the offing that will help address issues related to water management housing and transport.' '' 'He said the project estimated to cost between Rwf17 billion and Rwf18 billion was designed by Italian experts.' '' 'He said the objective is to widen water drainage channels including Mpazi as well as the Nyabugogo River along its 600 metres to ease its water flow. Another aspect will be to relocate people from wetlands.' '' 'Ahimbisibwe explained that in the transport sector the project will help widen the Nyabugogo-Poids Lourd Road while a ring road in the area will also be constructed.' '' 'But the city is still mobilising funds for the project the official added.' '' 'Experts also spoke of an urgent need for another road that connects Kigali to Gatuna warning that if heavy rains continued there was a high chance of Nyabugogo Bridge getting significantly damaged.' '' 'The Government has announced plans for an alternative route but not before next year.' '' 'The Minister for Disaster Management and Refugee Affairs Seraphine Mukantabana said recently that plans were underway to construct a new tarmac road between Gisozi and Karuruma as another exit route from the capital to the Gatuna border.' '' 'Construction works are set to begin in February 2017 she said.' '' 'Dr Munyaneza also advised that any development project being undertaken should consider a hydrological study pointing at the need to raise the Nyabarongo Bridge as it can easily get submerged when it rains heavily.' '' 'Meanwhile Nsengiyumva said there is need for the general public to take heed of weather warnings from the meteorology agency if efforts to prevent and mitigate disasters are to succeed.' '' '“Rain does not surprise us. But more often than not when people receive prior warnings from the meteorology agency they dismiss it; there is a tendency of people not believing in weather forecasts” he said urging the public to change their attitude.' '' 'Anthony Twahirwa the head of weather/climate services and applications at the Rwanda Meteorology Agency said that indeed people tend to ignore their warnings. ' '' 'He also faulted media houses that do not help publicize the agency’s weather forecasts.' '' '“Some simply do not want to disseminate the information unless we pay them for it; I believe that’s in breach of their social responsibility. Such information is intended to save the lives of the people and should be given priority” he said.'],1
"['Landslides in Rwanda caused by heavy rainfall killed 49 people and another building collapsed in Kenya. Experts blame the El Nino weather phenomenon for catastrophic incidents in four East African countries.' '' 'Countries across East Africa are facing devastating effects of the El Nino weather phenomenon. Several nations reported much heavier rainfall this rainy season which many experts say is due to changing weather patterns.' '' 'El Nino-induced rainfalls have already wrecked havocs in Kenya Ethiopia Tanzania and over the weekend Rwanda. Southern Africa has also not been spared with output of the staple maize crop cut by nearly half.' '' 'Landslides in Rwanda' '' 'Rwandan authorities said the landslides killed at least 49 people and nearly 500 homes were destroyed. The authorities also reported that infrastructures were also damaged and 26 people injured.' '' '""During the night of 7-8 May 2016 heavy rains caused landslides in several parts of Rwanda resulting in loss of lives and destructing of homes infrastructure and other property"" a government statement said. The worst affected district was Gakenke in the north where 34 people were killed. 15 others died and 26 were injured in western parts of the country.' '' 'Rwanda is used to experiencing landslides but experts say due to El Nino the effect is different this time around. At least 67 people have been killed from January to April.' '' 'Nasra Bishumba a DW correspondent in the capital Kigali reported heavy mudslide debris has blocked the roads linking Kigali to the northern and southern parts of the country. ""There is less movements in Kigali"" Bishumba said. ""The rains fell for two days and clearing the roads may take twice as much"" she added.' '' 'Flash floods in Kenya' '' 'Kenya also saw heavy downpour of torrential rains causing flash floods in the capital Nairobi and other major cities. A residential building collapsed in Nairobi late April after days of flooding killing at least 50 people. In the coastal city of Mombasa a six-store building extension of a shopping center also collapsed on Monday.' '' 'The Kenyan Red Cross said on its Twitter handle that the cause of the collapse has not yet been identified but did not rule out El Nino.' '' 'The World Food Program said on Monday that El Nino is progressing toward a potential ""regional emergency"" which may require a coordinated international response.' '' 'From severe drought to heavy rainfall in Ethiopia' '' 'In the southern regions of Ethiopia an area of special concern for relief agencies floods and failed rains have led to crops failure. The United Nations reported that a year of drought had pushed about 10.2 million Ethiopians into dire conditions needing food aid to survive.' '' '""A drought like this is unheard of"" said Mohamed Aden leader of the small village of Derela in Ethiopia. In two years three consecutive seasons of rains were abnormally low a situation attributed to El Nino.' '' 'Ethiopia was hit by one disaster after another. After a year of drought the rains finally arrived but made the roads impassable for the delivery of food aid.' '' 'The government of Ethiopia and aid agencies say more than 10 million Ethiopians are in desperate need of urgent food aid. A total of $1.4 billion (1.2 billion euros) is needed to deal with the crisis but only half of the amount has been secured.' '' 'Southern Africa also affected' '' 'On Monday the United Nations Development Program (UNDP) said it has raised $70 million since February for humanitarian aid for drought-stricken Zimbabwe. But the UN agency said it is still in need of $290 million until March next year to help Zimbabweans.']",1
"['KIGALI May 7 (Xinhua) -- Fifty-five people were killed following heavy rains in different parts of Rwanda on Wednesday a senior Rwandan official said Thursday.' '' 'The victims were killed by floods and landslides triggered by the rains and four others were injured Minister in charge of Emergency Management Marie Solange Kayisire said during a live news program on Rwanda Television.' '' 'The death toll could rise said Kayisire adding that 91 houses five bridges and several plantations were destroyed.' '' 'According to her most affected areas included districts of Gakenke Musanze Rubavu Muhanga Ngororero and Rulindo.' '' 'The authorities are working to provide support to affected families she said.' '' 'The Rwanda Meteorology Agency in February forecast ""above normal"" rainfall countrywide during the rainy season from March to May.' '' 'In a disaster update released on March 6 the ministry in charge of emergency management said 53 people were killed while 84 others were injured due to disasters triggered by heavy rains in different parts of Rwanda since January.' '' 'They also destroyed 858 houses and 196 hectares of crops 23 roads 17 bridges and 8 churches among others it said.' '' 'In the first three weeks of last December the Rwandan government evacuated close to 6000 residents from high-risk zones in different areas threatened by heavy rains as a disaster management and mitigation measure. Enditem']",1
['At least 49 people have been killed after heavy rain caused widespread flooding across parts of Rwanda.' '' 'The small central African country was hit by torrential downpours over the weekend.' '' 'The Northern Province was worst affected and suffered the highest death toll.' '' 'Disaster Management and Refugee Affairs Minister Seraphine Mukantabana said 42 of the victims came from Gakenke district. The rest belonged to Ngororero and Rubavu districts in the west as well as Muhanga in the south.' '' 'There were also dozens of injuries with at least 26 people requiring hospital treatment.' '' 'The heavy downpours caused landslides that blocked roads across the north of the country cutting off thousands of people.' '' 'Buildings have been damaged and nearly 500 homes have been destroyed leaving thousands of people homeless.' '' 'Being in the tropics Rwanda receives plentiful amounts of rainfall. The yearly average is around 1179mm. May is the second wettest month with an average of 164mm of rain' '' 'Rwanda is a green and mountainous country and even has the nickname “land of a thousand hills”. However the copious amounts of rainfall over that high ground does make it prone to landslides.' '' 'In April 2015 the Rwanda Red Cross announced that floods and landslides affected 3425 people.' '' 'By signing up you agree to our Privacy Policy' 'The rains should ease over the next few weeks as the sun continues its passage north and the dry season sets in between June and September.' '' 'It would seem likely that the exceptionally heavy rain over these last two rainy seasons is due to the now waning presence of El Nino Al Jazeera meteorologist Everton Fox said.' ''],1
"['At least 49 people were killed this weekend in landslides caused by torrential rains in rural Rwanda the government said on Monday.' '' 'Authorities had previously given a death toll of 20 many of them children as downpours drenched the densely populated country of steep hills and deep valleys.' '' '""During the night of 7-8 May 2016 heavy rains caused landslides in several parts of Rwanda resulting in loss of lives and destructing of homes infrastructure and other property"" a statement said.' '' 'The worst affected district was Gakenke in the north where 34 people were killed with another 15 dead and 26 injured in western parts of the country.' '' '""Over 500 houses were completely destroyed and various roads sections rendered unusable"" the government said in its statement.' '' ""Landslides are not unusual in Rwanda but this year's rainy season has been particularly deadly with at least 67 people killed from January to April."" '' 'Of that total 12 people died on a single night in the suburbs of the capital Kigali where 1500 homes were damaged during rainstorms.' '' 'Authorities blame the El Nino weather phenomenon for the disasters.' '' 'At least 49 people were killed this weekend in landslides caused by torrential rains in rural Rwanda the government said on Monday.' '' 'Authorities had previously given a death toll of 20 many of them children as downpours drenched the densely populated country of steep hills and deep valleys.' '' '“During the night of 7-8 May 2016 heavy rains caused landslides in several parts of Rwanda resulting in loss of lives and destructing of homes infrastructure and other property” a statement said.' '' 'The worst affected district was Gakenke in the north where 34 people were killed with another 15 dead and 26 injured in western parts of the country.' '' '“Over 500 houses were completely destroyed and various roads sections rendered unusable” the government said in its statement.' '' 'Landslides are not unusual in Rwanda but this year’s rainy season has been particularly deadly with at least 67 people killed from January to April.' '' 'Of that total 12 people died on a single night in the suburbs of the capital Kigali where 1500 homes were damaged during rainstorms.' '' 'Authorities blame the El Nino weather phenomenon for the disasters.' '' '' '' 'Read more: https://www.digitaljournal.com/world/landslides-kill-nearly-50-in-rwanda/article/464926#ixzz7i15pFWy8']",1
"[""KIGALI May 7 (Xinhua) -- Fifty-five people were killed in Wednesday's heavy rains in different parts of Rwanda a senior Rwandan official said Thursday."" '' 'The victims were killed by floods and landslides triggered by the rains and four others were injured Minister in charge of emergency management Marie Solange Kayisire said during a live news program on Rwanda Television.' '' 'The death toll could rise she said. Enditem']",1
"['May 8 (UPI) -- Landslides killed at least 18 people in Rwanda over the weekend pushing the death toll from heavy rains in the country since January over 200.' '' ""The heavy rains caused landslides that also injured 7 others Sunday. According to Rwanda's Ministry of Disaster Management and Refugees 29 homes were destroyed."" '' 'Fifteen people were killed in two provinces while three others were swept away early Sunday elsewhere in the country.' '' '""The [past] four months have been far worse than last year and other years. This is terrifying"" Philippe Habinshuti director of response and recovery unit at the Ministry of Disaster Management and Refugee Affairs said.' '' 'Nearly 10000 homes 58 roads and seven churches were also destroyed since the beginning of the year the ministry said.' '' 'The World Meteorological Organization attributed ""above-average seasonal rainfall"" to the loss of life and floods in East Africa.']",1
"[""KIGALI Rwanda — At least 49 people have been killed by landslides in the country's north following heavy rains on Saturday and Sunday a government official said Monday."" '' 'Torrential rains in the area about 80 kilometres (50 miles) from the capital Kigali have also destroyed several homes stranding many families Disaster Management and Refugee Affairs Minister Seraphine Mukantabana told The Associated Press Monday.' '' 'She said most of the victims lived in the Gakenke district where 34 deaths have been recorded more than 500 homes completely destroyed and scores have been hospitalized. Children and elderly people have been especially hit by the landslides. The other deaths were reported in Muhanga and Rubavu districts she said.' '' 'Northern Rwanda is particularly hilly making it vulnerable to landslides during the rainy season. The government has been encouraging some residents to relocate to safer areas.' '']",1
['Kigali: At least 20 people many of them children were killed overnight by devastating landslides in northern Rwanda triggered by torrential rainstorms the disaster management ministry said Sunday.' '' '“Up until now we have counted at least 20 dead in landslides that buried houses in the district of Gakenke” the ministry’s spokesman Frederic Ntawukuriryayo told AFP.' '' '“Most of the victims were children” Ntawukuriryayo added without specifying how many were minors.' '' 'The landslides occurred at the peak of Rwanda’s rainy season affecting homes on hillsides and in valleys.' '' '“It’s a huge catastrophe” the spokesman said adding that rescuers had managed to pull some survivors out of the disaster area.' '' 'The hilly densely populated central African nation is frequently hit by landslides and the government has been moving people out of the most at-risk areas in a bid to limit the casualties.' '' 'But “this year the incidents and number of victims is rising” said Ntawukuriryayo blaming the El Nino weather phenomenon.' '' 'At least 67 people have been killed in such incidents across Rwanda from January to April this year 12 of them on a single night in the suburbs of the capital Kigali where 1500 homes were damaged during rainstorms.'],1
"['The death toll from weekend landslides and heavy rains in different parts of Rwanda has reached 49 local authorities said on Monday.' '' 'Gakenke in the north and Muhanga district in the south were the most affected.' '' 'Victims were killed by collapsing houses or swept to death by floods in disaster-prone hilly areas.' '' 'At least 34 people died in Gakenke district eight in Muhanga four in Rubavu and three in Ngororero according to a government statement released Monday.' '' 'The ministry of disaster management and refugees affairs also said 26 people have been admitted in different health facilities in the affected districts while over 500 houses were destroyed leaving hundreds homeless.' '' 'Prime Minister Anastase Murekezi was due to attend burial of the victims in Gakenke on Monday.' '' 'A man told reporters he felt helpless as everything he owned was washed away.' '' '""We heard the earth rumbling. I survived. But one side of my house was destroyed"" he said.' '' 'The rains also rendered various roads sections impassable. The Kigali highway to southern Rwanda was sealed off Monday morning paralyzing movement.' '' '""The Government of Rwanda regrets the loss of life and expresses solidarity with affected families. The Government salutes residents who came to the rescue of their neighbours and those hosting people left homeless and assures victims of the disaster that required assistance will be provided"" the statement said.' '' 'It said coordinated efforts by all stakeholders have been mobilized to prevent similar disasters from occurring during this rain season.' '' 'Meanwhile the Rwanda Metrology Agency rainfall outlook warned that more rainfall was expected in the coming days before subsiding from May 11. Endit']",1
['A grenade blast in the Rwandan capital Kigali on Friday killed two people and wounded 32 others police said an attack that resembled one earlier this year and others since 2010.' '' 'The grenade exploded at around 6:50 p.m. (12:50 p.m. ET) at Ubumwe Village in the capital’s Nyarugenge District police said.' '' '“Two people died on the spot two others were seriously injured while 30 others sustained minor injuries” the Rwanda Police said in a statement.' '' 'The statement added that they had arrested one person in connection with the blast.' '' 'There were at least three grenade attacks last year all in March. One of them killed one person and wounded five others in the north of Rwanda and two other attacks injured six in Kigali.' '' 'Another attack in March 2013 which killed one person and wounded eight people.' '' 'The landlocked central African nation also experienced a string of such attacks in 2010.' '' 'Rwanda’s High Court sentenced 19 people to prison terms from five years to life for their involvement in the grenade attacks in the capital Kigali over two years starting in 2010.'],1
"[' ' 'Kigali: At least 20 people many of them children were killed overnight by devastating landslides in northern Rwanda triggered by torrential rainstorms the disaster management ministry said Sunday.' '' '""Up until now we have counted at least 20 dead in landslides that buried houses in the district of Gakenke"" the ministry\'s spokesman Frederic Ntawukuriryayo told AFP.' '' '""Most of the victims were children"" Ntawukuriryayo added without specifying how many were minors.' '' ""The landslides occurred at the peak of Rwanda's rainy season affecting homes on hillsides and in valleys."" '' '""It\'s a huge catastrophe"" the spokesman said adding that rescuers had managed to pull some survivors out of the disaster area.' '' 'The hilly densely populated central African nation is frequently hit by landslides and the government has been moving people out of the most at-risk areas in a bid to limit the casualties. ' '' 'But ""this year the incidents and number of victims is rising"" said Ntawukuriryayo blaming the El Nino weather phenomenon.' '' 'At least 67 people have been killed in such incidents across Rwanda from January to April this year 12 of them on a single night in the suburbs of the capital Kigali where 1500 homes were damaged during rainstorms.']",1
"['KIGALI May 7 (Xinhua) -- The number of people died in landslides in western Rwanda has risen to 18 following heavy rains overnight a local official said on Monday.' '' 'The downpour which started from around 8 p.m. on Sunday and lasted until 2 a.m. on Monday local time triggered landslides that killed the victims from Rwankuba sector Karongi district.' '' 'Seven people are admitted at hospital said executive secretary of Rwankuba sector Vedaste Kuzabaganwa.' '' 'The search for missing residents was completed Monday evening and there were no more residents unaccounted for Kuzabaganwa told a media briefing.' '' 'Heavy rains have caused a large number of casualties in Rwanda since the beginning of this year.' '' ""In the first four months of the year at least 183 people were killed and 215 others were injured in Rwanda by disasters triggered by heavy rains according to the country's Ministry of Disaster Management and Refugees.""]",1
"[""A house destroyed by rain-triggered flood is seen in Kigali Rwanda May 8 2020. The death toll due to Wednesday night's heavy rains in different parts of Rwanda has reached 72 a government official said on Friday. (Photo by Cyril Ndegeya/Xinhua)"" '' ""KIGALI May 8 (Xinhua) -- The death toll due to Wednesday night's heavy rains in different parts of Rwanda has reached 72 a government official said on Friday."" '' 'The government on Thursday said the downpour killed 65 people in Western and Northern provinces.' '' 'Dozens of people were left homeless and most of them sought temporary shelters in schools and were offered bedding and foodstuff as the government embarked on relocating them to safer places Olivier Kayumba permanent secretary of the Ministry in charge of Emergency Management told a live news program on Rwanda Television (RTV).' '' 'He said more than 90 houses and five bridges were destroyed while hectares of crops were submerged.' '' 'On Thursday Minister of Local Government Anastase Shyaka told RTV that more than 8000 people countrywide have been relocated from high-risk zones that are prone to landslides and flooding in the past three weeks.' '' 'The Rwanda Meteorology Agency in February forecast ""above-normal"" rainfall countrywide during the rainy season from March to May.' '' 'In a disaster update released on March 6 the ministry in charge of emergency management said 53 people were killed while 84 others were injured due to disasters triggered by heavy rains in different parts of Rwanda since January.' '' 'More than 850 houses eight churches 23 roads 17 bridges were also destroyed it said. Enditem']",1
"[""At least 49 people have been killed by landslides in the country's north following heavy rains on Saturday and Sunday a government official said Monday."" '' 'Torrential rains in the area about 80 kilometers (50 miles) from the capital Kigali have also destroyed several homes stranding many families Disaster Management and Refugee Affairs Minister Seraphine Mukantabana told The Associated Press Monday.' '' 'She said most of the victims lived in the Gakenke district where 34 deaths have been recorded more than 500 homes completely destroyed and scores have been hospitalized. Children and elderly people have been especially hit by the landslides. The other deaths were reported in Muhanga and Rubavu districts she said.' '' 'Northern Rwanda is particularly hilly making it vulnerable to landslides during the rainy season. The government has been encouraging some residents to relocate to safer areas.' '']",1
